journal_id,journal_label,pep_code_candidate,probe_year,document_id,pep_code_record,year_record,title,authors,source_title,volume,issue,pages,doi,article_type,has_abstract,has_keywords,n_keywords,keywords_joined,keyword_source,art_kwds_count,source_file,harvest_file,harvest_year_from_filename
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0391A,PD,1991,Letter to the Editor,Lauri R. Robertson and  Michael Eigen,Psychoanalytic Dialogues,1,3,391-395,,COM,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0353A,PD,1991,"Commentary on “Deconstructing Difference: Gender, Splitting, and Transitional Space”",Juliet Mitchell,Psychoanalytic Dialogues,1,3,353-357,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0329A,PD,1991,Commentary on “On Intimacy Between Men”,Irene Fast,Psychoanalytic Dialogues,1,3,329-334,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0359A,PD,1991,Reply to Mitchell,Muriel Dimen,Psychoanalytic Dialogues,1,3,359-360,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0106A,PD,1991,Boa and Flowers,Michael Eigen,Psychoanalytic Dialogues,1,1,106-119,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0431A,PD,1991,Reply to Discussion by Enid Balint,Philip M. Bromberg,Psychoanalytic Dialogues,1,4,431-437,,COM,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0439A,PD,1991,The Silent Patient,Nina Coltart,Psychoanalytic Dialogues,1,4,439-453,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0399A,PD,1991,On Knowing One's Patient Inside Out: The Aesthetics of Unconscious Communication,Philip M. Bromberg,Psychoanalytic Dialogues,1,4,399-422,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0074A,PD,1991,Discussion: Toward a Social-Constructivist View of the Psychoanalytic Situation,Irwin Z. Hoffman,Psychoanalytic Dialogues,1,1,74-105,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1991,PD.001.0197A,PD,1991,Gender as Contradiction,Adrienne Harris,Psychoanalytic Dialogues,1,2,197-224,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1991\psychoanalytic_dialogues_PD_1991_art_id_PD._AND_year_1991.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\psychoanalytic_dialogues\psychoanalytic_dialogues_1991_pep_articles_raw.csv,1991
